id	en	hu
850	Morgan Stanley has adopted this new status last week, which should enable it to diversify its activities but it has to pass through the authority of the Federal Reserve.	A Morgan Stanley a múlt héten hagyta jóvá az új státuszt, amely által diverzifikálhatja tevékenységeit, ugyanakkor a Federal Reserve ellenőrzése alá kerül.
851	"I recommend the exhibition of José Vicente Resino Flamenco y vida,"" because his black and white photographs, taken in documentary style, are extraordinary."	"J. Vicente Resino Flamenco és élet̵"" című kiállítását azért ajánlom, mert fekete-fehér, dokumentarista stílusú fotói lenyűgözőek."
852	As mentioned already several times in this article, the entrance of the virtual operators onto the mobile market was brought about by a notable drop in the prices of services.	Ahogyan az már a szövegben néhányszor elhangzott, a virtuális szolgáltatók belépése a mobilpiacra a szolgáltatások érzékelhető árcsökkenését hozta.
853	If we cannot be a part of Germany or Austria, we wish at least to live under the patronage of the United States.	Ha nem lehetünk Németország vagy Ausztria része, legalább az Amerikai Egyesült Államok patronátusa alatt akarunk élni.
854	In the first reactions to the results, there were already speculations about the possible resignation of the party head and current vice-chancellor Wilhelm Molterer.	Már az eredményekre adott első reakciókban spekulációk hangzottak el Wilhelm Molterer pártelnök és jelenlegi alkancellár lehetséges lemondásáról.
855	Included are travel bookings made through August 2008.	Az intézet a 2008. augusztus végéig lefoglalt utazásokat vette figyelembe.
856	Mining rights in this area are granted through the agreement established by the international institution.	A kitermelés jogát e területen az egyezmény által létrehozott nemzetközi intézmény adja meg.
857	In developing the technologies for the prevention of accidents, Nissan got inspired this time, by nature, and especially by bees.	A baleset-megelőző technológiák fejlesztéséhez a Nissan ezúttal a természetből, egészen pontosan a méhek világából merített ihletet új találmányához.
858	According to German newspaper `Bild,' the five tourists and the special forces are to board an Airbus of the German Air Force, which is said to arrive in Germany on Tuesday.	"A ""Bild"" napilap szerint az öt turista és a speciális erők a Német Légi Haderők Airbus gépén kedden érkeznek meg Németországba."
859	The possible subject is the capital-market business, or parts of it.	Ennek során a tőkepiaci üzlet vagy annak bizonyos részei kerülhetnek szóba.
860	Haider, who has already announced that he is prepared to work together with any party and presumes he will return to Vienna to national politics, is evidently banking on this development.	Haider, aki már kijelentette, hogy kész együttműködni bármelyik párttal, és feltételezim hogy visszatérhet Bécsbe az országos politikába, nyilván erre a megoldásra számít.
861	However, the bus can crash or brake sharply even when the steward is handing out coffee or newspapers.	Az autóbusz ütközhet, vagy hirtelen fékezhet abban a pillanatban is, amikor az utaskísérő kávét szolgál fel, vagy újságot kínál.
862	American legislators should quickly return to their negotiations and approve the bill to support the financial system, according to Australian Prime Minister Kevin Rudd.	Kevin Rudd ausztrál miniszterelnök szerint az amerikai törvényhozóknak azonnal újra kéne kezdeniük a tárgyalásokat, és a pénzügyi rendszer támogatási javaslatát el kéne fogadniuk.
863	And we might stop making calls that are more expensive than in the rest of Europe.	És Európa többi részéhez képest talán nem fogunk többé drágábban telefonálni.
864	"According to the prime minister, it will be necessary to find a ""special solution for the Temple Mount, a sacred and historic place"", which lies inside the Old City."	"A miniszterelnök szerint szükséges lesz az Óvárosban található ""a Templom-hegyre, szent és történelmi helyekre különleges megoldást"" találni."
865	No contemporary machine is as universal as the telephone.	Egyetlen mostani készülék sem olyan univerzális, mint a telefon.
866	This Sunday, like its counterparts and friends, it is the third to put to a vote a draft for a new constitution.	Az elnöktársai és barátai mintáját követve vasárnap Correa kifejtette az új alkotmánnyal kapcsolatos elképzeléseit.
867	It does not require to store any information or to use the intuitive logic of prior maneuvers. For this reason it can go without interruption supplied only by a few dozen KB of memory.	Nincs szükség az adatok tárolására, sem a korábbi manőverekre alapuló intuitív logikára, így megszakítás nélkül tud működni csupán néhány tucat KB memóriával is.
868	a spokesperson for the group, however, refused to give details on the strategic projects of the two new allies.	A csoport szóvivője azonban nem kívánt pontos információt adni a két új szövetséges stratégiai terveiről.
869	The chorus Duce-Duce and the arm stretched out during the Mameli anthem? In Bulgaria it's not a crime....	Duce-Duce skandálása és lendülő kar az olasz himnusz alatt? Bulgáriában nem bűncselekmény...
870	But now this is a suitable argument for U:fon to not allow the entrance of the virtual operator.	De most éppen az U:fon jön jól érvként, hogy a virtuális szolgáltató belépését miért ne engedjük meg.
871	One of the disadvantages is the fact that some drugs can be used for several purposes, for example some medical formula are to treat migraine, heat waves or even depression.	A hátrányok közé tartozik, hogy némelyik gyógyszer több célra is felhasználható, például egyes vegyületek migrén vagy hőhullámok ellen is alkalmazhatók, de depresszió ellen is hatásosak.
872	Under the decision made on Sunday night, each government will take a 49 percent stake in Fortis banks in their respective countries.	A vasárnap éjjel született döntés értelmében mindhárom állam közel felerészben (49 százalékban) felvásárolja a bank ott meglévő tulajdonát.
873	For a Wiesn tourist usually based north of the `Weisswurst equator,' that comfy feeling wearing traditional Bavarian garb had left much to be desired to date.	A fehér kolbászból képzett egyenlítőtől északra honos Wiesn-turistaként a komfortérzetemnek még határt szab a népviselet.
874	If not, you can utilize the integrated speaker that is in almost all cell phones, but only in a minimum of MP3 players.	Ha nem, a beépített hangszórót használhatja, amellyel majdnem minden mobil, de csak kevés MP3 lejátszó rendelkezik.
875	And very loudly, too, says Marco Guarda - too loudly for Italians.	És olyan hangosan, hogy az nem az olaszoknak való - mondja Marco Guarda.
876	Morgan Stanley affirmed that the overall operation would be based on an average unit price of 29 dollars, or 28% above its current price.	A Morgan Stanley közlése szerint a globális tranzakció végrehajtásakor 29 dolláros átlagárfolyamot vesznek alapul, amely 28%-kal magasabb a jelenlegi árfolyamnál.
877	Otherwise there reputedly looms the threat that other countries will also feel the impacts.	Különben az fenyeget, hogy más országok is megérzik ennek következményeit.
878	If this is not approved in the bus, the passengers must sit.	Ha az autóbuszban nincs homologizálva, az utasoknak ülniük kell.
879	It's 8.25 Euros per `Maß,' Marco screams.	Az egyliteres korsó 8,25 euróba kerül, ordítja Marco.
880	Following the most recent steps taken by the European Commission in the field of regulation of the roaming fees, a paradoxical situation may occur - text messages for some customers of Czech mobile operators will be cheaper from abroad than at home.	Az Európai Bizottság legutóbbi lépése után a roaming díjak szabályozására ezáltal talán ellentmondásos helyzet állhat elő - a cseh mobilszolgáltatók néhány ügyfelének a külföldről küdött sms-ek olcsóbbak lesznek a hazaiaknál.
881	It gained popularity and the people spontaneously took it as their own.	Népszerű lett, és az emberek spontánul sajátjuknak tekintették.
882	"The drivers must be repeatedly reminded of the risk,"" says Martin Kořán, a transportation psychologist from Na Homolce Hospital."	"A sofőrt emlékeztetni kell a kockázatra,"" mondja Martin Kořán, a Na Homolce Kórház közlekedési pszichológusa."
883	"Mission accomplished since 64% of voters voted ""yes"" to referendum, according to official results based on 80% of the votes."	Küldetését sikerrel teljesítette, mivel a szavazók 64%-a igennel voksolt a népszavazáson a hivatalos eredmények szerint, amelyek a szavazatok 80%-ára vonatkoztak.
884	Voters, however, apparently punished them for letting the government flounder.	A választók azonban szemmel láthatóan megbüntették azért, mert hagyták a kormányt megbukni.
885	The wreck of the aeroplane of Steve Fossett, the millionaire who disappeared on the 3rd September 2007 while flying over the Nevada desert, has been found.	Megtalálták a milliárdos Steve Fossett repülőjének maradványait, aki 2007. szeptember 3-án tűnt el a nevadai sivatag felett.
886	We truly consider the arrest and charging of these Czech scientists to be a grave mistake, he declared.	Valóban súlyos tévedésnek tartjuk e cseh tudósok bebörtönzését és vád alá helyezését, jelentette ki.
887	Generally, the letter suggests, this kind of jointer might provide the pivotal impulse for further concentration in the area of the German state banks, the Landesbanken.	Egy ilyen kapcsolat megadhatná a döntő lökést tartományi bankszektorban történő további összefonódásoknak.
888	The interpretation of the dominant position on the market is one of the disputed points.	A piaci vezető helyzet bemutatása egyik a számos vitás pont közül.
889	The procedure of the mobile operators is easy to understand, the entrance of another operator would mean increased competition, it would lead to a decrease in prices and hence to a decrease in their profits.	A mobilszolgáltatók eljárása könnyen megérthető, egy újabb szolgáltató belépése a konkurencia növekedését jelentené, árcsökkenéshez és ezzel nyereségeik csökkenéséhez vezetne.
890	However, it still depends on whether you always have headphones or at least the wire hands-free with you.	Azonban még azon is múlik, vajon mindig magával hordja-e a fülhallgatókat vagy legalább a kihangosítókat.
