id	en	fa
499	Now, when the kid on the right doesn't get up, we know they've had a concussion	حالا وقتی آن کودکی که سمت راسته بلند نمی شود ما می دانیم که او ضربه مغزی شده. اما درباره کودک سمت چپی
500	Aside from, you know, getting people excited and wondering what the heck these blue dots were all over the place, it asked the school system to envision how it might become a catalyst for a more connected community	تا کار کنم) گذشته از این، مردم هیجان زده و متعجب‌ بودند که این نقطه های ابی رنگ که در سراسر کشور هست چه هستند، این ازسیستم مدارس خواسته بود پیش بینی و تصور کند که این طرح چگونه می‌تواند کاتالیزوری برای ارتباط بیشر با جامعه باشد
501	Ultimately, design itself is a process of constant education for the people that we work with and for and for us as designers	در نهایت، طراحی خودش یک فرآیند آموزشی مداوم، برای مردمی که ما برای‌شان کار می‌کنیم و آنها برای ما به عنوان طراح کار می کنند است
502	Applause) Now I know definitely which one I would choose	تشویق) الان من دقیقا می دانم کدام رو انتخاب می کنم
503	In this example, each electrical impulse, each deflection on the trace, is caused by a brief pulse of light	در این مثال هر پالس الکتریکی ، هریک با انحراف خودشان از مسیر ، (؟) به وسیله پالس های نوری مختصری ایجاد شده است و
504	If I have 100 of these, 100 of those, it makes no difference what these and those are	اگر ۱۰۰ تا از این‌ها داشته باشم٬ ۱۰۰ تا از اون‌ها٬ اصلاً مهم نیست که این‌ها و اون‌ها چی هستند
505	The people that built my school also built the prison and the insane asylum out of the same materials	همان آدم هایی که مدرسه من را بنا کردند زندان و تیمارستان را هم، با همان مصالح ساختند
506	She makes the most delicious food, that's fresh from the herbs in the surrounding countryside	او خوش مزه ترین غذا را از گیاهان تازه اطراف روستا تولید می کند
507	i want you to tell her it helped me find what is right	ميخوام بهش بگي که اين به من کمک کرد بفهمم چي درسته
508	im putting you on that train , wade	من تو را توي قطار ميگذارم ، ويد
509	weve forgotten the full moon . isnt it time to ride out	ما قرص کامل ماه را فراموش کرديم وقت رفتن نيست
510	he that keepeth his mouth , keepeth his life . he that opens his lips too wide , shall bring about his own destruction	کسي که دهانشو بسته نگه دارد زندگيشو حفظ ميکند اما وقتي که لبانش را خيلي باز کرد آن باعث تباهي و ويراني او شد
511	just a little something the boys in the ad department and i whipped up	فقط يک خورده چيز که پسرا تو بخش تبليغ و من باعث شديم اتفاق بيفه
512	is it possible that man might not see treachery right in front of him	ممکنه يک مردي نتونه بي وفايي آشکاري را پشت سر خودش ببينه
513	and his boys shot them all and pushed them into a ditch	و دوستانش به همه آنها تيراندازي کردند تمام آنها را به داخل يک گودال انداختند
514	i have never been no hero , wade	من تابحال يک قهرمان نشده ام ، ويد
515	there was ten times that amount in butterfields coach	ده برابر اين مبلغ در واگن دليجان باترفيلد بود
516	oh , but the coronation should uphold tradition	عجب ، ولي تاجگذاري بايد به تبعيت از رسم و سنت باشه
517	i will coax them out and make sure donnchadh knows this	من با چرب زبوني اونا را بدست ميارم . مطمئن باش دونکاد هم به اين امر واقفه
