id	en	ur
588	O men, it is you who stand in need of God. As for God, He is above all need, worthy of praise	اے لوگو تم الله کی طرف محتاج ہواور الله بے نیاز تعریف کیا ہوا ہے
589	We issued this command to him, for they were going to be destroyed in the morning	اور ہم نے لوط کی طرف وحی بھیجی کہ ان لوگوں کی جڑ صبح ہوتے ہوتے کاٹ دی جائے گی
590	We had seized them with the punishment, but they did not bow before their Lord nor turned to Him in humility	اور ہم نے ان کو عذاب میں پکڑا تو بھی انہوں نے خدا کے آگے عاجزی نہ کی اور وہ عاجزی کرتے ہی نہیں
591	"Tell them: ""Keep on expecting, I am expecting with you"	کہہ دو تم انتظار کرتے رہو بے شک میں بھی تمہارے ساتھ منتظر ہوں
592	"He said: ""Are you averse to my gods, O Abraham? If you do not desist, I shall have you stoned to death. So go away for a while from me"	اس نے کہا ابراہیم کیا تو میرے معبودوں سے برگشتہ ہے؟ اگر تو باز نہ آئے گا تو میں تجھے سنگسار کردوں گا اور تو ہمیشہ کے لئے مجھ سے دور ہوجا
593	But if he is of the deniers and the errants	اور اگر وہ جھٹلانے والے گمراہوں میں سے ہے
594	"They said: ""We are men of valour, and brave fighters. It is for you to decide. So consider what you should command"	وہ بولے کہ ہم بڑے زورآور اور سخت جنگجو ہیں اور حکم آپ کے اختیار ہے تو جو حکم دیجیئے گا (اس کے مآل پر) نظر کرلیجیئے گا
595	That is so for God is the undeniable truth, and what they invoke apart from Him is false; yet God is all-high and supreme	یہ اس لیے کہ حق الله ہی کی ہستی ہے اور جنہیں اس کے سوا پکارتے ہیں باطل ہیں اور بے شک الله ہی بلند مرتبہ بڑائی والا ہے
596	Yet he who gives to others and has fear	پھر جس نے دیا اور پرہیز گاری کی
597	God vindicates the truth by His commands, however the sinners may dislike it	اور الله اپنے حکم سےحق بات کو سچا کرتا ہے اگرچہ گنہگار برا ہی مانیں
598	Do they not see that We made the night for them to rest, the day to make things clear? Indeed there are signs in this for people who believe	کیا نہیں دیکھتے کہ ہم نے رات بنائی تاکہ اس میں چین حاصل کریں اور دیکھنے کو دن بنایا البتہ اس میں ان لوگوں کے لیے نشانیاں ہیں جو ایمان لاتے ہیں
599	"When they hear idle talk they turn aside and say: ""To us our actions, to you yours. Peace on you; we do not look for the ignorant"	اورجب بے ہودہ بات سنتے ہیں تو اس سے منہ پھیر لیتے ہیں اور کہتے ہیں ہمارے لے ہمارے اعمال تمہارے لیے تمہارے اعمال تم پر سلام ہو ہم بے سمجھوں کو نہیں چاہتے
600	So that he may warn him who is alive and feels, and justify the word against those who do not believe	تاکہ جو زندہ ہے اسے ڈرائے اور کافروں پر الزام ثابت ہو جائے
601	Each soul will know what it had sent ahead and what it had left behind	تب ہر شخص جان لے گا کہ کیا آگے بھیجا اور کیا پیچھے چھوڑ آیا
602	But abiding is the glory of your Lord, full of majesty and beneficence	اور آپ کے پروردگار کی ذات باقی رہے گی جو بڑی شان اور عظمت والا ہے
603	God abrogates or confirms whatsoever He will, for He has with Him the Book of Books	خدا جس کو چاہتا ہے مٹا دیتا ہے اور (جس کو چاہتا ہے) قائم رکھتا ہے اور اسی کے پاس اصل کتاب ہے
604	"What should be the punishment, they were asked, ""in case you are liars"	انہوں نے کہا پھر اس کی کیا سزا ہے اگر تم جھوٹے نکلو
605	"And they said, ""Well, we've picked it up from the CDs"	تو انہوں نے کہا، ہمیں یہ معلومات سی-ڈی سے ملی ہیں
606	And the Indus script now has this particular property	اور سندھ کی تحریر کی اب یہ والی خاصیت ہے
607	She's working for the International Rescue Committee to help other refugees, but she has no certainty at all about her future, where it is or what it holds	اب وہ بین الاقوامی بچاو کمیٹی کے لیے کام کرتی ہے دوسرے مہاجرین کی مدد کے لیے، لیکن اس کے لیے کچھ بھی یقینی نہیں اس کے مستقبل کے بارے میں، وہ کہاں ہے اور اس میں کیا ہو گا
608	I put my hand down, and I noticed all the women did the same, and then you took more questions, only from the men	"سب خواتین نے ہاتھ نیچے کر لیا۔ لیکن آپ نے مرد حضرات کے مزید سوالوں کے بھی جواب دئیے۔"" میں نے سوچا،"
609	And people can spend an awful lot of time discussing education without ever discussing learning	اور لوگ تعلیم پر بہت باتیں کرتے ہیں لیکن کچھ سیکھنے پر بات نہیں کرتے
610	Sports Illustrated said that over 60 percent of NBA players and NFL players go broke	"کھیل کی خبروں کے مطابق ""این بی اے"" کے ساٹھ فی صد سے زیادہ کھلاڑی اور ""این ایف ایل"" کے دیوالیہ ہو جاتے ہیں"
611	These people were writing with intense frustration about what procrastination had done to their lives, about what this Monkey had done to them	ان لوگوں کی تحریر میں مایوسی جھلک رہی تھی یہ لکھتے ہوے کہ سست روی نے ان زندگی میں کتنا برا کیا ، اس بندر کے متعلق کہ اس نے کیا کر ڈالا
612	The story of domestic violence went from the back page, but actually from the no-page, to the front page	گھریلو تشدد کی داستان اخبار کے پچھلے صفحے سے، بلکہ دراصل غیر صفحے سے پہلے صفحے پر شائع ہوئی
613	She completely rejected her family -- her children, her husband	اس نے اپنے خاندان کو ٹھکرا دیا -- اپنے بچوں کو، اپنے شوھر کو
614	But it was how Bob announced the program that mattered so much	لیکن جس طرح بوب نے پروگرام کا اعلان کیا وہ بہت اہمیت رکھتا ہے
615	"And she said in describing that meeting, ""I didn't feel scared or panicky or small, which is how I used to feel"	"اور اس نے اس ملاقات کے بارے میں بتاتے ہوئے کہا، ""مجھے نہ ڈر لگا اور نہ ہی گھبراہٹ ہوئی یا کمتری، جو مجھے پہلے محسوس ہوتی تھی"
616	"And he looked at me, and he said, ""Yeah. Or maybe you're the only one who had to go to the bathroom"	ُانہوں نے کہا، جی ہاں، یا شاید کسی کو غسلخانے کی حاجت نہیں ہوئی
617	I just have a flip camera and a little tripod and invested in this tiny little wide-angle lens	‎ میرے پاس صرف ایک فلپ کیمرہ اور ایک چھوٹی سی تپائی ہے اور میں نے اس کے چھوٹےسے وسیع زاویہ لینس میں سرمایہ کاری کی ہے
618	I was at a meeting recently in Los Angeles of -- they're called alternative education programs	میں لاس اینجلس میں حال ہی میں ایک میٹنگ میں تھا -- انہیں متبادل تعلیم کے پروگرام کہتے ہیں
619	As the sunlight brightens the Nile, Peseshet checks her supplies	جیسے ہی سورج کی کرن دریائے نیل کو روشن کرتی ہے، پسشت اپنے سامان کو دیکھتی ہے
620	And we make decisions about where to live, who to marry and even who our friends are going to be, based on what we already believe	اور ہم فیصلے کرتے ہیں کے ہمیں کہاں رہنا ہے، ہمیں کس سے شادی کرنی ہے، اور ہمارے دوست کون ہونگے اپنی سوچ کو بنیاد بنا کے
621	We're bombarded with images daily of statistics and of photos, and that's not surprising, because by last month, over one million refugees had reached Europe	ہم سب ان گنت تصاویر اور اعداد و شمار دیکھتے ہیں، اور یہ حیران کن نہیں ہے۔ کیونکہ پچھلے مہینے تک، 10 لاکھ مہاجرین یورپ پہنچ چکے تھے
622	We have no chance of competing against machines on frequent, high-volume tasks	ہم کسی طور بھی بار بار کیے جانے والے ضخیم کاموں میں مشینوں کا مقابلہ نہیں کر سکتے
